Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
"Associate Director, Data Science (Biomarker, Omics)",Employer Provided Salary:$192K - $288K,"200+ compounds are supported by the quantitative drug developers in Early Development Analytics at Novartis. We transform data from multiple sources - clinical, biomarker, digital sensor, imaging - into analyses and insights that build the basis for making innovative drugs accessible for patients. We influence decision-making in cross-functional international teams from early to late phase drug development.

The Early Development Analytics group is searching for an Associate Director Data Scientist. As the successful candidate, you will drive the biomarker strategy for early and late development clinical programs in multiple indications or a disease area, working closely with interdisciplinary teams to analyze and interpret biomarker data to inform critical project decisions and understand mechanisms of response/resistance to therapy. You will be responsible for designing and executing the biomarker strategy in those programs to inform drug development, and you will set the strategy for addressing biomarker issues in early/late phase trials, regulatory submissions and directly influence drug development decisions with internal and external partners.

What you’ll be doing: Your responsibilities include, but are not limited to:

This position will be located at the Cambridge, MA site and will not have the ability to be located remotely. This position may require 1% travel as defined by the business (domestic and/ or international).










Show More
Report","Novartis
4.0","Novartis
4.0","Cambridge, MA",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Operations Planning & Analysis Manager,Employer Provided Salary:$95K - $110K,"General Definition: The role of the Operational Performance Manager encompasses a wide range of responsibilities aimed at improving operational efficiency and driving/expanding the business forward.
Responsibilities include generating and analyzing operational reports on a day-to-day basis to provide insights into key performance indicators (KPIs), operational metrics, and trends, enabling the organization to track progress and identify areas for improvement. The manager is also involved in developing forecasts for various operational aspects, such as demand, resource utilization, or performance output by leveraging historical data and market trends and providing accurate projections that help guide decision-making and resource allocation.
Supervision Received: Sr. Vice President of Operations
Supervision Exercised: N/A
Show More
Report","Global Gaming Solutions, LLC","Global Gaming Solutions, LLC","Oklahoma City, OK",-1,-1,-1,-1,-1,-1
Data Quality Engineer - All-Payor Claims Database - Hybrid,Employer Provided Salary:$81K - $121K,"What we do here changes the world. UTHealth Houston is Texas’ resource for healthcare education, innovation, scientific discovery, and excellence in patient care. That’s where you come in.
We are seeking a Full-Time Data Quality Engineer to join the UTHealth Center for Healthcare Data as part of the School of Public Health in Houston, TX 77030. This is a hybrid position that requires the employee to reside in Texas. In this position, you will join a fantastic team that strives to make a meaningful difference in the quality of data available to researchers doing innovative healthcare research. The Data Quality Engineer is a skillful team player with a clear track record of transforming big data into actionable insights, which leads to improvements in data quality and associated standards and processes. This individual is a deliberate and systematic scientist who can clearly articulate the goals of the data quality program, practice with rigor and precision, and maintain a balanced/independent point of view to achieve targeted data quality standards.
It’s because we reward our team for the excellent service they provide. Our total rewards package includes the benefits you’d expect from a top healthcare organization (benefits, insurance, etc.), plus:


Show More
Report","UTHealth Houston
3.8","UTHealth Houston
3.8","Houston, TX",5001 to 10000 Employees,1972,College / University,Colleges & Universities,Education,$1 to $5 billion (USD)
E-commerce Data Scientist - Health and Wellness - California REMOTE,Employer Provided Salary:$110K - $130K,"THE ROLE: E-commerce Data Scientist
Stingray Direct, a dynamic and fast-growing e-commerce company, is seeking a skilled Ecommerce Data Scientist to join our team. We aim to optimize the customer experience and drive business growth by leveraging data and advanced analytics. A successful candidate will have extensive experience in analyzing key ecommerce and subscription metrics, conducting A/B tests, data modeling, and machine learning. Proficiency with Excel, SQL, Python, and Google Analytics is a must.
*
Requirements*
KEY E-COMMERCE DATA SCIENTIST RESPONSIBILITIES:
Design, manage, and interpret comprehensive analyses related to the customer lifecycle, focusing on key subscription and e-commerce metrics.








Show More
Report",Stingray Direct,Stingray Direct,California,-1,-1,-1,-1,-1,-1
Principal \ Senior SAS Analytical Lead,$97K - $140K (Glassdoor est.),"Vacancy Announcement
Position Title & Description: Principal \ Senior SAS Analytical Lead
CT Global Division of Garud Technology Services, Inc. is seeking a full time Senior SAS Analytical consultant to work with our client, a Federal Government client in Chantilly, VA, starting June 2023. The candidate must be an experienced statistician, modeler, or data scientist to support a variety of cleared work. The consultant willneed to be an expert in SAS, must have excellent communication skills, and must be able to communicate about the techniques developed and results of analysis both to executives and other analysts in the organization.
Responsibilities:
Show More
Report","Garud Technology Services, Inc.","Garud Technology Services, Inc.","Chantilly, VA",51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Polymer Lab Specialist Level 3,Employer Provided Salary:$92K,"Additive Manufacturing Polymer Lab Specialist Level 3
Job Description:
This is a full-time Polymer Lab Specialist Level 3 position, reporting to the Principal Materials Engineer. The Lab Specialist will work under supervision during the first year and will be expected to work with full autonomy and independence over time.
We are seeking an intrinsically motivated, data oriented and hands-on individual possessing strong critical thinking skills, who desires to thrive in an industrial R&D, laboratory and advanced manufacturing setting. This individual must be able to lead the expansion of our materials development and testing capabilities and proficiency in multi-disciplinary environment supporting our need for novel materials and product solutions for large scale AM systems. Seeking to fill position immediately.
Show More
Report",Center Street Technologies,Center Street Technologies,"Youngstown, OH",-1,-1,-1,-1,-1,-1
Data Scientist III,-1,"POSITION SUMMARY:
The Data Scientist III demonstrates leadership skills and the ability to mentor and guide junior data scientists. This includes providing guidance on complex projects, sharing best practices, and fostering a collaborative and supportive environment. Data Scientist III contributes to strategic decision-making processes by leveraging their advanced data analysis skills and understanding of the business domain. They are able to translate data insights into actionable recommendations that align with organizational goals. Additionally, the Data Scientist III remains up-to-date with the latest advancements in the field of data science and contributes to research and innovation within the organization. The individual in this position has the ability to tackle complex and ambiguous business problems by developing advanced analytical models and leveraging sophisticated techniques. This includes utilizing machine learning, deep learning, natural language processing, or other advanced methods to extract insights and drive impactful decision-making.
Show More
Report","Les Schwab Headquarters
3.3","Les Schwab Headquarters
3.3","Bend, OR",5001 to 10000 Employees,1952,Company - Private,Automotive Parts & Accessories Stores,Retail & Wholesale,$100 to $500 million (USD)
Data Scientist,Employer Provided Salary:$70.00 - $80.00 Per Hour,"Role Summary:
This role will support and drive growth within the Advanced Analytics team, which is focused on using quantitative models to support business decisions. This is an exciting role to participate in a newly developed department and to shape how Advanced Analytics is used to support Buckeye’s safety, operations, and financial goals in multiple lines of business.
Responsibilities & Essential Functions include:
· Partner with Subject Matter Experts in various lines of business to identify opportunities to apply quantitative methods, automation solutions and analytical frameworks to improve business performance and process efficiencies
· Use foundational data science methodologies and input from Subject Matter Experts to identify relationships/drivers in data assets to improve key metrics of safety, predictive failure detection, asset performance, and financial forecasting
Show More
Report",Neo Technologies LLC,Neo Technologies LLC,"Allentown, PA",-1,-1,-1,-1,-1,-1
Data Analyst / Data Scientist,Employer Provided Salary:$100K - $130K,"We are small, technology consulting firm assisting federal financial agencies and corporate clients in data analytics, modeling and application development in the financial domain.
We are looking for a Data Analyst / Data Scientist who will be the vital link between our information technology capacity and our business objectives by supporting and ensuring the successful completion of analytical, building, testing and deployment tasks of our software product’s features.
Responsibilities
Define configuration specifications and business analysis requirements
Perform quality assurance
Define reporting and alerting requirements
Show More
Report",DATSURA,DATSURA,"Washington, DC",-1,-1,-1,-1,-1,-1
Data Scientist II,Employer Provided Salary:$55.00 - $58.00 Per Hour,"Net2Source is a Global Workforce Solutions Company headquartered at NJ, USA with its branch offices in Asia Pacific Region. We are one of the fastest growing IT Consulting company across the USA and we are hiring ""Job Title "" for one of our clients. We offer a wide gamut of consulting solutions customized to our 450+ clients ranging from Fortune 500/1000 to Start-ups across various verticals like Technology, Financial Services, Healthcare, Life Sciences, Oil & Gas, Energy, Retail, Telecom, Utilities, Technology, Manufacturing, the Internet, and Engineering.

Data Scientist II
Locations:
Los Angeles United States CA 90094
San Jose United States CA 95131
San Jose United States CA 95110



You are a data science professional with experience solving complex business problems at a digital media/product or commerce site. This includes working across large data sets and leveraging multiple types of data (e.g. audience traffic data, revenue data, survey results) to provide actionable business insights.
You have experience operating in an agile, iterative, fast-paced experimentation environment, juggling multiple projects, and working across a matrixed team.
You will design and lead time-sensitive strategic research projects involving methodology development, analysis, strategic recommendations focusing on driving user growth.
You have experience in experimentation and analytics supporting user growth with a strong focus on acquisition (paid and free), retention, and churn analytics.
You are an effective communicator who presents information to key stakeholders (both technical and non technical) with the appropriate level of storytelling, visuals, data analysis, and rationale to support insights and recommendations.
You will perform deep dive analyses on web/app activity and other Yahoo data to detect opportunities and insights that drive support and learning strategies.
You are curious, exemplify a passion for your work, and take the initiative to learn new skills.


Advanced experience doing quantitative analysis using SQL/Hive, other programming languages (e.g, Python) or statistical/mathematical software (e.g, R, SAS, MATLAB)
Experience with query optimization, data ETL, and big data technologies such as Hive, Hadoop, MapReduce, Spark etc.
Machine Learning skills, including cluster analysis, neural networks, predictive modeling
Experience using Statistical techniques including correlation analysis, design of experimentation, linear and nonlinear regressions, logistic regression, sampling and resampling methods, time series, and longitudinal analysis
Proficiency in digital analytics tools such as Google or Adobe Analytics and visualization tools such as Looker or Tableau and third-party tools (e.g. Comscore, SimilarWeb, Data AI)
Knowledge of data warehouse and governance principles and methodologies


Masters Degree in math, engineering, statistics, data science, or a related field
5+ years of experience in data science, product analytics, similar role in consumer mail, digital media, digital commerce or product development
2+ years mentoring data science professionals
Nice to Have
Subject matter expertise in consumer mail
Experience in ad tech
Experience using project management tools like those from Atlassian (JIRA, Confluence)
Experience using Google Cloud Platform (BigQuery) or AWS

About Net2Source, Inc.
Net2Source is a total talent management solutions company with its presence in 50+ countries. Our creative solution service offerings aim at becoming your one stop destination for hiring talent needs globally.
Want to read more about Net2Source? Visit us at www.net2source.com

Equal Employment Opportunity Commission
The United States Government does not discriminate in employment on the basis of race, color, religion, sex (including pregnancy and gender identity), national origin, political affiliation, sexual orientation, marital status, disability, genetic information, age, membership in an employee organization, retaliation, parental status, military service, or other non-merit factor.

Net2Source Inc. is one of the fastest growing Global Workforce Solutions company with a growth of 100% YoY for last consecutive 3 years with over 4100+ employees globally and 30+ locations in US and operations in 50+ countries. With an experience of over a decade we offer unmatched workforce solutions to our clients by developing an in-depth understanding of their business needs. We specialize in Contingent hiring, Direct Hires, Statement of Work, Payroll Management, IC Compliance, VMS, RPO and Managed IT Services.

Fast Facts about Net2Source:
Founded in 2007
100% Minority Owned, Debt Free, Private
4100+ consultants globally
2550 consultants placed in the US
750+ team of in-house staffing team
30+ sales offices in the US, and 50+ Offices globally
Operations in 20 countries (US, Canada, Mexico, APAC, UK, UAE, Europe, , Europe, Latin America, Japan, Australia)

Awards and Accolades:
1. 2020 Fast 100 Asian American Businesses by the US Pan Asian American Chamber of Commerce Education Foundation (USPAACC 2019)
2. 2019 & 2018 Ranked 21st Fastest Growing Staffing Company in USA by Staffing industry Analysts
3. 2019 & 2018 Fastest 50 by NJ Biz (Ranked (9th and 27th ).
4. 2019 Top 100 Fastest companies to grow in Dallas by Dallas Business Journal.
5. INC 5000 Fastest growing for 8 consecutive years in a row.
6. America's Most Honored Businesses (Top 10%)
7. 2019 Dallas Top 100 by Dallas Business Journal
8. 2019 Proven Supplier of the Year by Workforce Logiq
9. 2019 Spirit of Alliance Award by Agile1
10. 2018 Best of the Best Platinum Award by Agile1
11. 2018 TechServe Alliance Excellence Awards Winner
12. 2017 Best of the Best Gold Award by Agile1(Act1 Group)


Regards
Narsi Patel
Senior Recruitment Manager
Office: (201) 340-8700 x 454 | Cell: (201) 508-5119 | Fax: (201) 221-8131| Email:
#EGC
Show More
Report","Net2Source
4.3","Net2Source
4.3","Los Angeles, CA",1001 to 5000 Employees,2007,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD)
Data Scientist,$82K - $117K (Glassdoor est.),"Data ScienALTA IT Services has a permanent direct hire position for Data Scientist in Alexandria, VA. Candidates must be able to go on-site and hold an active TS/SCI clearance. Data Scientist Clearance: TS/SCI clearance is required Location: Alexandria, VA (On-Site) Description & Requirements Our data engineers support data collection, ingestion, validation, and loading of optimized data in the appropriate data stores. They work on a team made up of analyst(s), developer(s), data scientist(s), and a product lead and everyone on the team collaborates in support of a specific CCMD. Working directly with the analyst(s) and the product lead, the data engineer identifies and implements solutions for the data requirements, including building pipelines to collect data from disparate, external sources, implementing rules to validate that expected data is received, cleansed, transformed, massaged and in an optimized output format for the data store. The data engineer performs validation and analytics in support of the ODT CCMD requirements and evolves solutions through automation, optimizing performance with minimal human involvement. As pipelines are executed, the data engineer monitors their status, performance, and troubleshoots issues while working on improvements to ensure the solution is the very best version to address the customer need. As a Mid-Level Data Engineer, this role focuses specifically on the development and maintenance of scalable data stores that supply big data in forms needed for business analysis. The best athlete candidate for this position will be able to apply advanced consulting skills, extensive technical expertise and has full industry knowledge to develop innovative solutions to complex problems. This candidate is able to work without considerable direction and may mentor or supervise other team members. This position will require up to 25% travel at the CCMD location. What we’re looking for: Someone with a solid background developing solutions for high volume, low latency applications and can operate in a fast paced, highly collaborative environment. A candidate with distributed computer understanding and experience with SQL, Spark, ETL. A person who appreciates the opportunity to be independent, creative and challenged. An individual with a curious mind, passionate about solving problems quickly and bringing innovative ideas to the table. Experience supporting diverse CCMD requirements Basic Qualifications: 4+ years of experience with SQL 4+ years of experience developing data pipelines using modern Big Data ETL technologies like NiFi or StreamSets. 4+ years of experience with a modern programming language such as Python or Java 4 years of experience working in a big data and cloud environment Secret Clearance or higher Additional Qualifications: 2 years of experience working in an agile development environment Ability to quickly learn technical concepts and communicate with multiple functional groups Ability to display a positive, can-do attitude to solve the challenges of tomorrow Possession of excellent verbal and written communication skills Preferred experience at the respective command with an understanding of analytical and data paint points and challenges across the J-Codes. tist


















BA
Show More
Report","System One
3.9","System One
3.9","Alexandria, VA",5001 to 10000 Employees,1979,Company - Private,HR Consulting,Human Resources & Staffing,$500 million to $1 billion (USD)
Data Scientist II,$99K - $133K (Glassdoor est.),"Clearance: Public Trust About Us:
Are you ready to join an exceptional team that's rewriting the future of national security and global impact? Welcome to Ardent Eagle Solutions (AES), a dynamic and rapidly expanding small business that's at the forefront of supporting the Federal Government, Department of Defense (DoD), and Intelligence Community (IC) on a global scale.

At AES, we don't just embrace change; we drive it. We're in the business of transforming challenges into opportunities, and ordinary careers into extraordinary journeys. As part of our team, you'll be at the heart of groundbreaking missions that shape the course of history and protect our nation's most critical interests.

Our commitment to success doesn't end with our customers; it begins with you. We're dedicated to nurturing the talents of our remarkable employees and propelling them to new heights of excellence. Here, you'll find a culture that empowers you to excel, innovate, and realize your full potential.

Overview:
Responsibilities:
Qualifications:
Education:
Certification(s):
Location:
Benefits and EEO:
Show More
Report","Ardent Eagle Solutions
4.2","Ardent Eagle Solutions
4.2","Washington, DC",51 to 200 Employees,2012,Company - Private,National Agencies,Government & Public Administration,$25 to $100 million (USD)
Senior Principal Data Scientist,$121K - $160K (Glassdoor est.),"Job Summary :

Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement. Utilizes statistical modeling to make predictions about future outcomes and in multiple scenarios. Evangelizes new ideas / technologies / solutions to gain acceptance from a wide range of audiences. Assigned to the most complex projects.

Job Responsibilities :
Utilizes statistical modeling to make predictions about future outcomes and in multiple scenarios. Evangelizes new ideas / technologies / solutions to gain acceptance at the highest levels of the organization.
Interprets and applies data in the most strategic, most complex analyses, and explains findings to the stakeholders and business audiences to improve products and processes.


Walgreens (www.walgreens.com) is included in the U.S. Retail Pharmacy and U.S. Healthcare segments of Walgreens Boots Alliance, Inc. (Nasdaq: WBA), an integrated healthcare, pharmacy and retail leader with a 170 year heritage of caring for communities. WBA’s purpose is to create more joyful lives through better health. Operating nearly 9,000 retail locations across America, Puerto Rico and the U.S. Virgin Islands, Walgreens is proud to be a neighborhood health destination serving nearly 10 million customers each day. Walgreens pharmacists play a critical role in the U.S. healthcare system by providing a wide range of pharmacy and healthcare services, including those that drive equitable access to care for the nation’s medically underserved populations. To best meet the needs of customers and patients, Walgreens offers a true omnichannel experience, with fully integrated physical and digital platforms supported by the latest technology to deliver high quality products and services in communities nationwide.

Show More
Report","WALGREENS
3.2","WALGREENS
3.2","Deerfield, IL",10000+ Employees,1901,Company - Public,Drug & Health Stores,Retail & Wholesale,$10+ billion (USD)
Power BI Data Analyst,$74K - $107K (Glassdoor est.),"BHI Energy is seeking a Data Scientist with experience in Python, SQL databases and Power BI to support data analysis of construction cost data for the estimating group.
Key Responsibilities:

Focus on building tools and establishing infrastructure for a Microsoft Excel, SQL database and Power BI data flow.
Generating reports using large amounts of historical data and extrapolating points of inefficiency.
Establishing automation of current manual processes and creating better rules for current automation.
Set up and configuration of REST API end points.







About BHI Energy

BHI Energy is a broad umbrella organization with a complete service offering that covers all facets of Power Generation through the entire Electrical Delivery system. For over 40 years, our diverse services have been focused on multiple end markets, united by our level of service and quality, our unique partnership approach to our customer relationships, and our internal culture of how we interact with and support each other. To learn more about us, go to www.bhienergy.com.

BHI Energy provides competitive compensation & benefits, career advancement opportunities and a great work culture!

Apply now! BHI Energy?s Talent and Placement Specialists are waiting for your application.

Show More
Report","BHI Energy
3.5","BHI Energy
3.5","North Palm Beach, FL",1001 to 5000 Employees,1979,Company - Private,Research & Development,Management & Consulting,$100 to $500 million (USD)
Junior IT Auditor (not remote - no sponsorship),Employer Provided Salary:$55K - $70K,"We are seeking a Junior Information Security Analyst to join a mid-sized IT Team of Software developers, QA Engineers, Data Scientist, Network & Security Engineers.
Primary Responsibilities:
Ensure an IT systems & processes are run accurately and efficiently
Ensure IT systems & processes comply with all relevant standards & security protocols
Determine whether new systems comply with the relevant standards, such as external regulatory requirements
Conducting a security check, auditing hardware that the organization uses, auditing backup systems, auditing document and database management systems
Show More
Report",Private Company,Private Company,"New Haven, CT",-1,-1,-1,-1,-1,-1
Financial Analyst,Employer Provided Salary:$70K - $80K,"Job Title: Financial Analyst
Reports To: Manager of Financial Planning & Analysis
FLSA Status: Exempt
SUMMARY OF POSITION:
A data scientist who assists in the preparation, analysis, and distribution, and communication of financial information of various accounts and projects. Responsibilities include following-up to inquiries made regarding issued financial analysis, as well as special projects assigned by management.
ESSENTIAL FUNCTIONS:
Show More
Report","INTREN
3.8","INTREN
3.8","Union, IL",1001 to 5000 Employees,1988,Company - Private,Construction,"Construction, Repair & Maintenance Services",$500 million to $1 billion (USD)
Budget Analyst,Employer Provided Salary:$100K - $160K,"The Business Analyst will support the Department of State Center for Analytics in a dynamic role that may evolve over time, as the organizational needs and the Business Analyst’s skills mature and change. The primary responsibility of the Business Analyst will be to support the Federal staff to manage the CfA budget and finances. The Business Analyst will track multiple funding streams, funding outflows, funding types, and be able to reconcile and project based on that funding information. The Budget Analyst will take broad direction from the Federal staff and propose a decisive path forward and independently problem solve and follow through on the solution. The Business Analyst will track project through their lifecycle, developing and reporting project metrics and developing and implementing process improvements. In addition, the Business Analyst will work with the Chief Data Scientist, the Chief Data Officer, CfA Front Office, and their staff on presentations, briefs, memos, white papers, and special projects.

Show More
Report",Bright Star Solutions LLC,Bright Star Solutions LLC,"Washington, DC",-1,-1,-1,-1,-1,-1
Sr. Data Scientist,$81K - $132K (Glassdoor est.),"The Alaka`ina Foundation Family of Companies (FOCs) is looking for a Sr. Data Scientist to support our government customer located at Kirtland AFB in Albuquerque, New Mexico.
Kāpili maintains a repository of over 20,000 films, two million photographs, and 60 million pages of documents dating back to The Manhattan Project. Kāpili Services is charged with making the repository digitally accessible to DTRA deterrent mission researchers in a way that provides knowledge and meaning through the use of Machine Learning (ML), Artificial Intelligence (AI), and data science to return relevant search results to user queries.
The role of the Data Scientist is to collaborate with a team of software developers, systems users (researchers), system administrators, and librarians to develop and implement data structures, ontologies, and user interfaces resulting in ehanced utility of the repository for researchers. The Data Scientist will assist in the design of a feedback loop that offers ways to personalize, optimize, improve, and/or automate services, which use the DTRIAC archives, and ingest behavioral data to improve algorithms and generate knowledge.


Show More
Report","Alaka`ina Foundation Family of Companies
3.7","Alaka`ina Foundation Family of Companies
3.7","Kirtland AFB, NM",1001 to 5000 Employees,-1,Government,Civic & Social Services,Nonprofit & NGO,Unknown / Non-Applicable
Data Scientist,Employer Provided Salary:$130K - $160K,"Job Title: Data Scientist
Experience Levels: 5+ years
Location: Located in Doral, FL
Clearance: TS/SCI
We seek a dedicated and proactive technical subject matter expert to work in all stages of the data development lifecycle for advanced analytics projects including Big Data, artificial intelligence/machine learning, and other applications to advance current platform capabilities within multiple classification domains. Use data enrichment techniques to feed RDF triplestore and manage data with graph database. Uncovers and explains actionable insights from data by combining scientific method, math and statistics, specialized programming, advanced analytics, AI, and storytelling.
Show More
Report","Quiet Professionals LLC
4.5","Quiet Professionals LLC
4.5","Doral, FL",201 to 500 Employees,2013,Company - Private,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD)
"Acoustic Signal Processing Engineer - Data Scientist, Machine Learning",Employer Provided Salary:$100K - $159K,"Signal Systems Corporation (SSC) is searching for highly motivated engineers to support the development of next generation sonar systems and sonar signal processing algorithms for a range of Naval applications. You will work alongside scientists and experts in the field to implement new technologies and deliver highly impactful solutions that are changing the state of the art. SSC has a 25-year history of leveraging its institutional and individual expertise in distributed acoustic sensors, active noise control, acoustic surveillance, machine learning, audio enhancement and interference rejection to provide engineering solutions for both government and commercial customers in underwater, sonic and ultrasonic domains.
As a Signal Processing Algorithm Engineer, you will…
Research, design, develop, test, document, and maintain algorithms and software related to active and passive acoustics
Show More
Report",Signal Systems Corporation,Signal Systems Corporation,"Millersville, MD",-1,-1,-1,-1,-1,-1
Senior Data Scientist,$111K - $149K (Glassdoor est.),"Senior Data Scientist
Greensea is revolutionizing ship husbandry using autonomous robots and artificial intelligence. Through a subscription service called EverClean, Greensea robots
continuously clean ship hulls and provide regular hull surveys. Clean ship hulls result in substantially reduced operating costs, lower carbon emissions, and reduced environmental impacts while regular survey data provides the intelligence ship owners need to make on-time maintenance decisions. Using robots that are resident on ships and within ports and harbors that are supervised by remote operations specialists,
Greensea’s service is scalable worldwide at a fraction of the cost required by traditional husbandry methods.
A key deliverable of Greensea’s service is a cloud-based intelligence platform called EverClean IQ. This product allows ship owners and operators to get unprecedented access to the health and status of their hulls, enabling them to make more accurate decisions about cleaning frequency and maintenance events. Using the data collected from the hull, Greensea IQ is creating object recognition and machine learning models to enable ship owners to predict fouling levels and maintenance events to ensure that ships are running as efficiently as possible, saving fuel and reducing the global shipping industry’s greenhouse gas emission footprint.
Show More
Report","Greensea Systems
5.0","Greensea Systems
5.0","Plymouth, MA",1 to 50 Employees,2006,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Data Scientist (V),Employer Provided Salary:$140K - $180K,"DCI Job Requirement for:
Data Scientist
Location: APG, MD
Job Description
Serve as a Data Scientist for C5ISR Sustainment
Develop and implement natural language processing models for cyber defense
Manage large technical projects, including:
Scoping work
Interfacing with other teams
Show More
Report","DCI Solutions
3.7","DCI Solutions
3.7","Aberdeen, MD",1 to 50 Employees,-1,Contract,-1,-1,Unknown / Non-Applicable
Lead Data Scientist,Employer Provided Salary:$149K - $200K,"Job Overview
Data Scientists at Disney are the insights and modeling partners for the growth, content, marketing, product, and engineering teams at Disney, Hulu and ESPN+. They use data to empower decision-makers with information, predictions, and insights that ultimately influence the experiences of millions of users worldwide. Scientists on the team build models, perform statistical analysis, and create visualizations to provide scalable, persistent capability that is iteratively improved through direct interaction with cross-functional business partners.
As a lead data scientist in the Ads Data Solution Research team, you will be partnering closely with the Sales Analytics, Finance, Business Operations, Commerce Product and Engineering teams to develop models for tackling a multitude of exciting challenges, including revenue, inventory, delivery, outcome, pricing of advertising, customer lifetime value estimation, forecasting, fraud prevention and mitigation, and more. We look for someone with deep analytical and modeling expertise, a proven track record of thought leadership and eagerness to drive impact.

The hiring range for this position in Santa Monica, California is $149,240 - $200,200 per year. The base pay actually offered will take into account internal equity and also may vary depending on the candidate’s geographic region, job-related knowledge, skills, and experience among other factors. A bonus and/or long-term incentive units may be provided as part of the compensation package, in addition to the full range of medical, financial, and/or other benefits, dependent on the level and position offered.
Show More
Report","Disney Media & Entertainment Distribution
3.9","Disney Media & Entertainment Distribution
3.9","Santa Monica, CA",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD)
Data Scientist,Employer Provided Salary:$80K - $105K,"It's fun to work in a company where people truly BELIEVE in what they're doing!
We're committed to bringing passion and customer focus to the business.
Job purpose
Celink is rapidly building proprietary servicing system on AWS and automating manual servicing processes. Data is a critical part of our business and influences every aspect of the work that we do. The Data Management (DM) team is hiring a Data Scientist to focus on data analytical efforts. This role must ensure the successful completion of multiple statistical/analytical models that can be applied on Celink Data Lake that will provide insights for business operations.
As a Data Scientist, you will analyze complex mortgage and servicing operations data sets to extract valuable insights that can assist in making data-driven business decisions. You will need to understand the analytical use case and collaborate with available resources to comprehend the available data and determine the most suitable statistical/analytical model for the job. You will perform feature engineering and model selection. Once you have tested the model and obtained the desired results, you will present them using visualization tools like Power BI and “productionalize” the model for automated insights.

Show More
Report",Celink,Celink,Remote,-1,-1,-1,-1,-1,-1
Data Science Project Manager,Employer Provided Salary:$130K - $160K,"The Data Science Project Manager will support the Department of State (DOS) Center for Analytics (CfA) in a dynamic role that may evolve over time, as the organizational needs change. The Data Science Project Manager is ideally an early/mid-career data scientist with solid fundamentals of data science coupled with exceptional organizational, professional, and personal skills. The Data Science Project Manager needs a do-whatever-it-takes attitude, knowing they will get valuable exposure to senior data scientists and a wide variety of important data science projects.
The Data Science Project Manager will support the DOS Chief Data Scientist, who has a broad set of responsibilities and duties. The Data Science Project Manager will support the Chief Data Scientist as a facilitator, organizer, coordinator, advisor, and general support in meetings, working groups, and technical environments.
The Chief Data Scientist is responsible for technical oversight the dozens of data projects of varying size, scope, and complexity in the CfA project pipeline. The Data Science Project Manager will track these projects on behalf of the Chief Data Scientist, while coordinating with CfA’s cross-functional staff on schedules, documentation, responsibilities, and other project logistics.
Show More
Report",Bright Star Solutions LLC,Bright Star Solutions LLC,"Washington, DC",-1,-1,-1,-1,-1,-1
Senior Data Scientist (Computer Science),Employer Provided Salary:$110K - $160K,"Near-Miss Management (NMM) is seeking a talented and highly motivated Senior Data Scientist to further develop and scale its unique web-based data analytics platform. NMM provides powerful analytics software, based on machine learning and AI, to the chemical and energy industry – to improve reliability, and minimize failures and losses.
Within our engineering team, your voice will be a valuable asset to product development. You will be in a unique position to define/undertake technical needs of the software and help shape the future of its technology. You will enjoy an intellectually creative atmosphere as you work with an experienced and enthusiastic team that strives continuously to build and deliver a robust, reliable software system.
Responsibilities
One of the main responsibilities of this role is development of a new flagship product in Python using the Scipy/Numpy/Pandas stack. Further, you will be responsible for leading our efforts in improvement of existing data analytics and machine-learning models (implemented in Python using the Scipy/Numpy/Pandas stack). Aside from analytics, another important aspect of the role involves enhancement of the existing processing pipeline, which executes the analytics in a parallelized and distributed fashion – you will assist in refining that pipeline on an ongoing basis as new features and products are developed.
Show More
Report",Near-Miss Management,Near-Miss Management,"Philadelphia, PA",-1,-1,-1,-1,-1,-1
Sr. Software Engineer,$86K - $136K (Glassdoor est.),"The Alaka`ina Foundation Family of Companies (FOCs) is looking for a qualified Sr. Software Engineer to support our government customer located at Kirtland Air Force Base in Albuquerque, NM. This position will be on site.
Are you a data scientist that wants to explore some problems in natural language processing, image, and/or video analysis? Do you feel constrained by people that don’t “trust data machine learning” and just want to break free to clean, process, analyze, and learn on exotic data to your heart’s content?
We’ve got millions of documents that need to be digitized, OCRed, and analyzed using machine learning for information like, titles, authors, etc. but we also want to automatically extract and create time-series data from pictures of graphs! Plus, we fully endorse exploration of transformer models to semantic reasoning over this textual data.


Show More
Report","Alaka`ina Foundation Family of Companies
3.7","Alaka`ina Foundation Family of Companies
3.7","Kirtland AFB, NM",1001 to 5000 Employees,-1,Government,Civic & Social Services,Nonprofit & NGO,Unknown / Non-Applicable
